date,amount,description,category
2025-11-05,4122.22,Salary Deposit,Income
2025-11-05,-47.49,Concert,Entertainment
2025-11-05,3120.78,Salary Deposit,Income
2025-11-05,-135.84,Spotify,Entertainment
2025-11-05,3099.26,Salary Deposit,Income
2025-11-05,-1200.47,Monthly Rent,Rent
2025-11-05,-172.15,Restaurant,Food
2025-11-06,-119.11,Cinema,Entertainment
2025-11-06,-188.45,Fast Food,Food
2025-11-06,-1362.58,Monthly Rent,Rent
2025-11-06,-14.55,Internet,Utilities
2025-11-06,-1159.75,Monthly Rent,Rent
2025-11-06,-61.72,Concert,Entertainment
2025-11-06,-135.22,Water Bill,Utilities
2025-11-06,-114.08,Groceries,Food
2025-11-06,-189.7,Subway,Transport
2025-11-06,-35.04,Concert,Entertainment
2025-11-06,-158.28,Netflix,Entertainment
2025-11-06,-77.0,Subway,Transport
2025-11-06,-171.06,Cinema,Entertainment
2025-11-06,-135.12,Restaurant,Food
2025-11-06,-55.52,Spotify,Entertainment
2025-11-06,-98.05,Coffee Shop,Food
2025-11-06,-158.64,Restaurant,Food
2025-11-06,2365.23,Salary Deposit,Income
2025-11-06,3939.31,Salary Deposit,Income
2025-11-06,-1021.21,Monthly Rent,Rent
2025-11-06,-156.42,Flight,Transport
2025-11-06,-1188.64,Monthly Rent,Rent
2025-11-06,-183.02,Spotify,Entertainment
2025-11-06,-73.17,Cinema,Entertainment
2025-11-06,-124.7,Coffee Shop,Food
2025-11-06,4597.66,Salary Deposit,Income
2025-11-06,-129.93,Phone Bill,Utilities
2025-11-06,-129.45,Spotify,Entertainment
2025-11-06,-76.84,Water Bill,Utilities
2025-11-06,-16.83,Uber,Transport
2025-11-06,-153.7,Water Bill,Utilities
2025-11-06,3351.32,Salary Deposit,Income
2025-11-06,-141.92,Water Bill,Utilities
2025-11-06,-169.75,Concert,Entertainment
2025-11-06,-1312.58,Monthly Rent,Rent
2025-11-06,-1164.74,Monthly Rent,Rent
2025-11-06,-106.24,Internet,Utilities
2025-11-06,-153.28,Fast Food,Food
2025-11-06,-177.79,Coffee Shop,Food
2025-11-06,-1312.56,Monthly Rent,Rent
2025-11-06,-55.76,Netflix,Entertainment
2025-11-06,-1048.13,Monthly Rent,Rent
2025-11-06,-69.92,Fast Food,Food
2025-11-06,-121.35,Coffee Shop,Food
2025-11-06,-13.02,Phone Bill,Utilities
2025-11-06,-26.87,Electric Bill,Utilities
2025-11-06,-99.76,Phone Bill,Utilities
2025-11-06,2960.01,Salary Deposit,Income
2025-11-06,-90.9,Internet,Utilities
2025-11-06,-193.71,Spotify,Entertainment
2025-11-06,-94.53,Water Bill,Utilities
2025-11-06,-169.79,Flight,Transport
2025-11-06,4453.13,Salary Deposit,Income
2025-11-06,-178.45,Electric Bill,Utilities
2025-11-06,-1281.29,Monthly Rent,Rent
2025-11-06,-157.81,Fast Food,Food
2025-11-06,-134.83,Groceries,Food
2025-11-06,-69.3,Water Bill,Utilities
2025-11-06,-122.26,Spotify,Entertainment
2025-11-06,-140.61,Phone Bill,Utilities
2025-11-06,-1040.87,Monthly Rent,Rent
2025-11-06,-62.45,Phone Bill,Utilities
2025-11-06,-71.29,Water Bill,Utilities
2025-11-06,-157.34,Cinema,Entertainment
2025-11-06,-104.46,Water Bill,Utilities
2025-11-06,-43.25,Phone Bill,Utilities
2025-11-06,-154.85,Electric Bill,Utilities
2025-11-06,-159.81,Electric Bill,Utilities
2025-11-06,-133.01,Fast Food,Food
2025-11-06,-1040.01,Monthly Rent,Rent
2025-11-06,2575.48,Salary Deposit,Income
2025-11-07,-65.72,Electric Bill,Utilities
2025-11-07,-117.62,Restaurant,Food
2025-11-07,-184.51,Groceries,Food
2025-11-07,-104.97,Groceries,Food
2025-11-07,-176.65,Concert,Entertainment
2025-11-07,-1261.71,Monthly Rent,Rent
2025-11-07,-89.73,Groceries,Food
2025-11-07,-172.65,Netflix,Entertainment
2025-11-07,-131.18,Spotify,Entertainment
2025-11-07,-1030.18,Monthly Rent,Rent
2025-11-07,-151.26,Restaurant,Food
2025-11-07,-1461.86,Monthly Rent,Rent
2025-11-07,-110.49,Gas Station,Transport
2025-11-07,-127.74,Coffee Shop,Food
2025-11-07,2200.12,Salary Deposit,Income
2025-11-07,-188.77,Cinema,Entertainment
2025-11-07,2772.26,Salary Deposit,Income
2025-11-07,-148.58,Groceries,Food
2025-11-07,-11.87,Netflix,Entertainment
2025-11-07,-118.23,Water Bill,Utilities
2025-11-07,4769.68,Salary Deposit,Income
2025-11-07,-143.6,Uber,Transport
2025-11-07,-124.21,Subway,Transport
2025-11-07,3603.63,Salary Deposit,Income
2025-11-07,-125.88,Water Bill,Utilities
2025-11-07,-166.83,Restaurant,Food
2025-11-07,-1254.08,Monthly Rent,Rent
2025-11-07,2995.4,Salary Deposit,Income
2025-11-07,-72.71,Coffee Shop,Food
2025-11-07,-147.44,Concert,Entertainment
2025-11-07,-45.0,Concert,Entertainment
2025-11-07,-64.77,Coffee Shop,Food
2025-11-07,-116.82,Water Bill,Utilities
2025-11-07,-67.17,Fast Food,Food
2025-11-07,-134.72,Spotify,Entertainment
2025-11-07,-14.39,Gas Station,Transport
2025-11-07,-11.05,Concert,Entertainment
2025-11-07,-20.97,Restaurant,Food
2025-11-07,-1197.36,Monthly Rent,Rent
2025-11-07,-149.68,Spotify,Entertainment
2025-11-07,-20.1,Groceries,Food
2025-11-07,4346.32,Salary Deposit,Income
2025-11-07,-34.31,Concert,Entertainment
2025-11-07,-1470.85,Monthly Rent,Rent
2025-11-07,-196.15,Groceries,Food
2025-11-07,-28.36,Phone Bill,Utilities
2025-11-07,3515.19,Salary Deposit,Income
2025-11-07,4472.68,Salary Deposit,Income
2025-11-07,-1097.45,Monthly Rent,Rent
2025-11-07,-106.18,Fast Food,Food
2025-11-07,4677.33,Salary Deposit,Income
2025-11-07,3179.89,Salary Deposit,Income
2025-11-07,-18.35,Flight,Transport
2025-11-07,4581.6,Salary Deposit,Income
2025-11-07,-19.12,Gas Station,Transport
2025-11-08,-1315.08,Monthly Rent,Rent
2025-11-08,-97.25,Cinema,Entertainment
2025-11-08,-97.72,Gas Station,Transport
2025-11-08,-63.08,Flight,Transport
2025-11-08,-109.73,Subway,Transport
2025-11-08,2974.58,Salary Deposit,Income
2025-11-08,3242.44,Salary Deposit,Income
2025-11-08,-146.35,Phone Bill,Utilities
2025-11-08,-28.43,Water Bill,Utilities
2025-11-08,-10.45,Concert,Entertainment
2025-11-08,-180.46,Concert,Entertainment
2025-11-08,2877.27,Salary Deposit,Income
2025-11-08,2744.81,Salary Deposit,Income
2025-11-08,-97.28,Uber,Transport
2025-11-08,-29.23,Gas Station,Transport
2025-11-08,-1389.75,Monthly Rent,Rent
2025-11-08,-132.48,Restaurant,Food
2025-11-08,4704.95,Salary Deposit,Income
2025-11-08,-1485.39,Monthly Rent,Rent
2025-11-08,-989.39,Restaurant,Food
2025-11-08,-1477.7,Monthly Rent,Rent
2025-11-08,-101.69,Cinema,Entertainment
2025-11-08,-169.94,Netflix,Entertainment
2025-11-08,-110.59,Groceries,Food
2025-11-08,-195.45,Fast Food,Food
2025-11-08,-1053.52,Monthly Rent,Rent
2025-11-08,-185.14,Electric Bill,Utilities
2025-11-08,-92.55,Netflix,Entertainment
2025-11-08,-65.12,Subway,Transport
2025-11-08,-146.47,Internet,Utilities
2025-11-08,-45.26,Coffee Shop,Food
2025-11-08,-21.12,Flight,Transport
2025-11-08,-182.68,Electric Bill,Utilities
2025-11-08,-139.19,Restaurant,Food
2025-11-08,3913.4,Salary Deposit,Income
2025-11-08,-150.3,Uber,Transport
2025-11-08,-91.26,Cinema,Entertainment
2025-11-08,-77.42,Subway,Transport
2025-11-08,4543.9,Salary Deposit,Income
2025-11-08,-177.17,Concert,Entertainment
2025-11-08,-179.24,Restaurant,Food
2025-11-08,-89.21,Spotify,Entertainment
2025-11-08,-720.06,Concert,Entertainment
2025-11-08,-122.97,Fast Food,Food
2025-11-08,-1309.88,Monthly Rent,Rent
2025-11-08,-157.17,Groceries,Food
2025-11-08,2089.0,Salary Deposit,Income
2025-11-08,-1062.19,Monthly Rent,Rent
2025-11-08,-116.02,Spotify,Entertainment
2025-11-08,4093.43,Salary Deposit,Income
2025-11-08,-1361.81,Monthly Rent,Rent
2025-11-09,3992.77,Salary Deposit,Income
2025-11-09,-98.09,Cinema,Entertainment
2025-11-09,-198.31,Internet,Utilities
2025-11-09,-1332.11,Monthly Rent,Rent
2025-11-09,-1321.83,Monthly Rent,Rent
2025-11-09,-1471.67,Monthly Rent,Rent
2025-11-09,-110.33,Internet,Utilities
2025-11-09,-107.43,Concert,Entertainment
2025-11-09,-41.34,Coffee Shop,Food
2025-11-09,-62.34,Phone Bill,Utilities
2025-11-09,-130.75,Restaurant,Food
2025-11-09,-1459.44,Monthly Rent,Rent
2025-11-09,-144.84,Subway,Transport
2025-11-09,-1327.82,Monthly Rent,Rent
2025-11-09,-37.12,Uber,Transport
2025-11-09,-129.73,Groceries,Food
2025-11-09,-56.92,Subway,Transport
2025-11-09,3064.53,Salary Deposit,Income
2025-11-09,4307.79,Salary Deposit,Income
2025-11-09,-1058.21,Monthly Rent,Rent
2025-11-09,-10.42,Cinema,Entertainment
2025-11-09,4753.31,Salary Deposit,Income
2025-11-09,-137.98,Uber,Transport
2025-11-09,-107.27,Gas Station,Transport
2025-11-09,-146.31,Spotify,Entertainment
2025-11-09,-56.6,Coffee Shop,Food
2025-11-09,-1189.12,Monthly Rent,Rent
2025-11-09,-135.57,Netflix,Entertainment
2025-11-09,-30.38,Water Bill,Utilities
2025-11-09,-14.88,Gas Station,Transport
2025-11-09,-115.38,Internet,Utilities
2025-11-09,-64.63,Gas Station,Transport
2025-11-09,-49.11,Uber,Transport
2025-11-09,-42.34,Electric Bill,Utilities
2025-11-09,-140.51,Coffee Shop,Food
2025-11-09,-41.74,Subway,Transport
2025-11-09,-1099.8,Monthly Rent,Rent
2025-11-09,-11.66,Netflix,Entertainment
2025-11-09,-192.28,Spotify,Entertainment
2025-11-09,-183.03,Flight,Transport
2025-11-09,-36.24,Spotify,Entertainment
2025-11-09,-16.93,Cinema,Entertainment
2025-11-09,3015.29,Salary Deposit,Income
2025-11-09,-159.51,Subway,Transport
2025-11-09,-60.79,Flight,Transport
2025-11-10,3046.62,Salary Deposit,Income
2025-11-10,-135.67,Internet,Utilities
2025-11-10,-174.85,Netflix,Entertainment
2025-11-10,-68.29,Coffee Shop,Food
2025-11-10,-109.5,Flight,Transport
2025-11-10,4223.33,Salary Deposit,Income
2025-11-10,4639.57,Salary Deposit,Income
2025-11-10,-20.87,Uber,Transport
2025-11-10,-123.96,Spotify,Entertainment
2025-11-10,-62.49,Coffee Shop,Food
2025-11-10,-98.8,Fast Food,Food
2025-11-10,-183.37,Concert,Entertainment
2025-11-10,-1054.2,Monthly Rent,Rent
2025-11-10,-75.34,Spotify,Entertainment
2025-11-10,-802.59,Coffee Shop,Food
2025-11-10,3090.69,Salary Deposit,Income
2025-11-10,-181.44,Spotify,Entertainment
2025-11-10,-68.92,Cinema,Entertainment
2025-11-10,2170.19,Salary Deposit,Income
2025-11-10,-167.94,Spotify,Entertainment
2025-11-10,-1275.52,Monthly Rent,Rent
2025-11-10,-1266.42,Monthly Rent,Rent
2025-11-10,-13.51,Restaurant,Food
2025-11-10,-49.31,Cinema,Entertainment
2025-11-10,4464.86,Salary Deposit,Income
2025-11-10,4848.74,Salary Deposit,Income
2025-11-10,4775.18,Salary Deposit,Income
2025-11-10,-1426.71,Monthly Rent,Rent
2025-11-10,-1129.66,Monthly Rent,Rent
2025-11-10,2294.26,Salary Deposit,Income
2025-11-10,-132.14,Netflix,Entertainment
2025-11-10,-179.16,Cinema,Entertainment
2025-11-10,-154.03,Water Bill,Utilities
2025-11-10,-183.84,Subway,Transport
2025-11-10,-126.28,Restaurant,Food
2025-11-10,-94.55,Gas Station,Transport
2025-11-10,-1243.91,Monthly Rent,Rent
2025-11-10,-178.88,Phone Bill,Utilities
2025-11-10,-32.37,Concert,Entertainment
2025-11-10,-1040.16,Monthly Rent,Rent
2025-11-10,-1204.65,Monthly Rent,Rent
2025-11-10,3586.63,Salary Deposit,Income
2025-11-10,-121.47,Fast Food,Food
2025-11-10,2088.08,Salary Deposit,Income
2025-11-10,-160.68,Internet,Utilities
2025-11-10,-73.32,Groceries,Food
2025-11-10,-34.54,Spotify,Entertainment
2025-11-10,2578.18,Salary Deposit,Income
2025-11-10,-126.32,Gas Station,Transport
2025-11-10,-1358.4,Monthly Rent,Rent
2025-11-10,-159.22,Spotify,Entertainment
2025-11-10,-118.08,Electric Bill,Utilities
2025-11-10,-196.64,Gas Station,Transport
2025-11-10,-1059.73,Monthly Rent,Rent
2025-11-10,-73.34,Electric Bill,Utilities
2025-11-10,-106.42,Spotify,Entertainment
2025-11-10,2310.24,Salary Deposit,Income
2025-11-10,-83.28,Subway,Transport
2025-11-10,-169.19,Gas Station,Transport
2025-11-10,-182.42,Electric Bill,Utilities
2025-11-10,4326.0,Salary Deposit,Income
2025-11-10,-184.12,Restaurant,Food
2025-11-10,-30.6,Water Bill,Utilities
2025-11-10,-93.1,Subway,Transport
2025-11-11,4306.48,Salary Deposit,Income
2025-11-11,-193.29,Uber,Transport
2025-11-11,-1376.47,Monthly Rent,Rent
2025-11-11,-1066.22,Monthly Rent,Rent
2025-11-11,-180.45,Gas Station,Transport
2025-11-11,-66.94,Spotify,Entertainment
2025-11-11,-90.81,Groceries,Food
2025-11-11,-65.01,Gas Station,Transport
2025-11-11,-1447.69,Monthly Rent,Rent
2025-11-11,-152.63,Flight,Transport
2025-11-11,-118.36,Phone Bill,Utilities
2025-11-11,-52.55,Subway,Transport
2025-11-11,4477.24,Salary Deposit,Income
2025-11-11,-101.14,Gas Station,Transport
2025-11-11,-31.3,Internet,Utilities
2025-11-11,-198.78,Netflix,Entertainment
2025-11-11,4259.8,Salary Deposit,Income
2025-11-11,-37.49,Netflix,Entertainment
2025-11-11,3228.31,Salary Deposit,Income
2025-11-11,-71.28,Electric Bill,Utilities
2025-11-11,-1259.68,Monthly Rent,Rent
2025-11-11,-179.48,Internet,Utilities
2025-11-11,-50.9,Internet,Utilities
2025-11-11,-86.02,Subway,Transport
2025-11-11,2058.83,Salary Deposit,Income
2025-11-11,-24.39,Water Bill,Utilities
2025-11-11,-186.08,Fast Food,Food
2025-11-11,-88.35,Uber,Transport
2025-11-11,-48.31,Fast Food,Food
2025-11-11,-142.33,Gas Station,Transport
2025-11-11,-1182.74,Monthly Rent,Rent
2025-11-11,2612.11,Salary Deposit,Income
2025-11-11,3077.91,Salary Deposit,Income
2025-11-11,-190.49,Gas Station,Transport
2025-11-11,-124.23,Water Bill,Utilities
2025-11-11,-170.58,Phone Bill,Utilities
2025-11-11,-1449.15,Monthly Rent,Rent
2025-11-11,-32.23,Internet,Utilities
2025-11-11,-1412.79,Monthly Rent,Rent
2025-11-11,-63.38,Coffee Shop,Food
2025-11-11,-138.17,Gas Station,Transport
2025-11-11,-139.16,Phone Bill,Utilities
2025-11-11,-39.15,Gas Station,Transport
2025-11-11,4065.62,Salary Deposit,Income
2025-11-11,-180.41,Flight,Transport
2025-11-11,-140.2,Electric Bill,Utilities
2025-11-11,-83.22,Flight,Transport
2025-11-11,-71.7,Subway,Transport
2025-11-11,-131.91,Water Bill,Utilities
2025-11-12,-165.6,Uber,Transport
2025-11-12,-13.16,Subway,Transport
2025-11-12,-131.35,Spotify,Entertainment
2025-11-12,-98.15,Flight,Transport
2025-11-12,-59.39,Concert,Entertainment
2025-11-12,-172.55,Groceries,Food
2025-11-12,-166.45,Cinema,Entertainment
2025-11-12,-104.88,Cinema,Entertainment
2025-11-12,-170.59,Gas Station,Transport
2025-11-12,2792.98,Salary Deposit,Income
2025-11-12,-12.42,Coffee Shop,Food
2025-11-12,-178.01,Restaurant,Food
2025-11-12,2307.48,Salary Deposit,Income
2025-11-12,-53.34,Phone Bill,Utilities
2025-11-12,-11.55,Netflix,Entertainment
2025-11-12,-34.39,Electric Bill,Utilities
2025-11-12,-43.35,Fast Food,Food
2025-11-12,-1314.01,Monthly Rent,Rent
2025-11-12,-1497.84,Monthly Rent,Rent
2025-11-12,-114.07,Subway,Transport
2025-11-12,-1046.07,Monthly Rent,Rent
2025-11-12,-28.86,Internet,Utilities
2025-11-12,-1406.08,Monthly Rent,Rent
2025-11-12,-83.69,Gas Station,Transport
2025-11-12,4138.49,Salary Deposit,Income
2025-11-12,-103.62,Groceries,Food
2025-11-12,-148.18,Water Bill,Utilities
2025-11-12,-177.03,Coffee Shop,Food
2025-11-12,-88.54,Spotify,Entertainment
2025-11-12,-1167.7,Monthly Rent,Rent
2025-11-12,2407.86,Salary Deposit,Income
2025-11-12,-101.24,Electric Bill,Utilities
2025-11-12,-1221.24,Monthly Rent,Rent
2025-11-12,-57.2,Flight,Transport
2025-11-12,-141.09,Flight,Transport
2025-11-12,2505.74,Salary Deposit,Income
2025-11-12,-141.04,Cinema,Entertainment
2025-11-12,-59.74,Gas Station,Transport
2025-11-12,-148.77,Groceries,Food
2025-11-12,-23.43,Electric Bill,Utilities
2025-11-12,-164.6,Gas Station,Transport
2025-11-12,-171.91,Water Bill,Utilities
2025-11-12,4391.43,Salary Deposit,Income
2025-11-12,-118.02,Restaurant,Food
2025-11-12,-97.79,Concert,Entertainment
2025-11-12,3358.99,Salary Deposit,Income
2025-11-12,-141.19,Netflix,Entertainment
2025-11-13,-163.43,Subway,Transport
2025-11-13,-84.26,Groceries,Food
2025-11-13,4917.48,Salary Deposit,Income
2025-11-13,-167.94,Gas Station,Transport
2025-11-13,-60.94,Netflix,Entertainment
2025-11-13,-174.58,Flight,Transport
2025-11-13,-1130.13,Monthly Rent,Rent
2025-11-13,-30.14,Subway,Transport
2025-11-13,-151.54,Phone Bill,Utilities
2025-11-13,-50.02,Fast Food,Food
2025-11-13,-48.66,Flight,Transport
2025-11-13,-117.56,Groceries,Food
2025-11-13,2455.4,Salary Deposit,Income
2025-11-13,-144.25,Electric Bill,Utilities
2025-11-13,-46.88,Phone Bill,Utilities
2025-11-13,-113.83,Phone Bill,Utilities
2025-11-13,-152.0,Netflix,Entertainment
2025-11-13,4884.32,Salary Deposit,Income
2025-11-13,-1472.27,Monthly Rent,Rent
2025-11-13,2600.91,Salary Deposit,Income
2025-11-13,-49.73,Uber,Transport
2025-11-13,-111.84,Uber,Transport
2025-11-13,-1164.86,Monthly Rent,Rent
2025-11-13,3965.09,Salary Deposit,Income
2025-11-13,-143.3,Restaurant,Food
2025-11-13,-47.92,Electric Bill,Utilities
2025-11-13,-20.32,Restaurant,Food
2025-11-13,-128.55,Fast Food,Food
2025-11-13,-71.08,Gas Station,Transport
2025-11-13,-94.46,Subway,Transport
2025-11-13,-1296.74,Monthly Rent,Rent
2025-11-13,-73.84,Groceries,Food
2025-11-13,-192.76,Phone Bill,Utilities
2025-11-13,-1279.95,Monthly Rent,Rent
2025-11-13,-51.59,Netflix,Entertainment
2025-11-13,-147.69,Electric Bill,Utilities
2025-11-13,3621.44,Salary Deposit,Income
2025-11-13,-1340.46,Monthly Rent,Rent
2025-11-13,4588.12,Salary Deposit,Income
2025-11-13,2563.08,Salary Deposit,Income
2025-11-13,-1374.26,Monthly Rent,Rent
2025-11-13,-53.58,Gas Station,Transport
2025-11-13,-1018.75,Monthly Rent,Rent
2025-11-13,3221.63,Salary Deposit,Income
2025-11-13,-108.99,Spotify,Entertainment
2025-11-13,-71.37,Internet,Utilities
2025-11-13,-161.46,Gas Station,Transport
2025-11-13,-1460.18,Monthly Rent,Rent
2025-11-13,-194.55,Subway,Transport
2025-11-13,-23.31,Internet,Utilities
2025-11-13,-75.91,Fast Food,Food
2025-11-13,-1331.21,Monthly Rent,Rent
2025-11-13,-194.39,Water Bill,Utilities
2025-11-13,-41.51,Spotify,Entertainment
2025-11-13,-53.95,Spotify,Entertainment
2025-11-13,-40.88,Concert,Entertainment
2025-11-13,-50.17,Flight,Transport
2025-11-13,-1438.54,Monthly Rent,Rent
2025-11-13,-23.86,Subway,Transport
2025-11-13,-50.43,Internet,Utilities
2025-11-13,-196.02,Concert,Entertainment
2025-11-13,-17.98,Coffee Shop,Food
2025-11-13,-170.19,Uber,Transport
2025-11-13,-1083.19,Monthly Rent,Rent
2025-11-14,-57.61,Subway,Transport
2025-11-14,3628.83,Salary Deposit,Income
2025-11-14,-113.95,Restaurant,Food
2025-11-14,2173.27,Salary Deposit,Income
2025-11-14,-170.59,Electric Bill,Utilities
2025-11-14,2933.79,Salary Deposit,Income
2025-11-14,-118.17,Uber,Transport
2025-11-14,-126.37,Electric Bill,Utilities
2025-11-14,-43.24,Subway,Transport
2025-11-14,-187.06,Restaurant,Food
2025-11-14,-1119.86,Monthly Rent,Rent
2025-11-14,-174.13,Netflix,Entertainment
2025-11-14,-86.93,Flight,Transport
2025-11-14,-1116.24,Monthly Rent,Rent
2025-11-14,-167.96,Water Bill,Utilities
2025-11-14,-41.97,Coffee Shop,Food
2025-11-14,-1255.13,Monthly Rent,Rent
2025-11-14,4403.61,Salary Deposit,Income
2025-11-14,2433.44,Salary Deposit,Income
2025-11-14,-1217.64,Monthly Rent,Rent
2025-11-14,-1193.17,Monthly Rent,Rent
2025-11-14,-182.75,Subway,Transport
2025-11-14,4506.85,Salary Deposit,Income
2025-11-14,-74.72,Gas Station,Transport
2025-11-14,-133.45,Spotify,Entertainment
2025-11-14,-41.46,Netflix,Entertainment
2025-11-14,-26.53,Coffee Shop,Food
2025-11-14,-63.03,Coffee Shop,Food
2025-11-14,-46.1,Cinema,Entertainment
2025-11-14,-67.56,Restaurant,Food
2025-11-14,2226.13,Salary Deposit,Income
2025-11-14,4004.51,Salary Deposit,Income
2025-11-14,-83.35,Concert,Entertainment
2025-11-14,-195.51,Water Bill,Utilities
2025-11-14,-29.26,Phone Bill,Utilities
2025-11-14,-145.7,Concert,Entertainment
2025-11-14,-140.13,Electric Bill,Utilities
2025-11-14,-83.11,Cinema,Entertainment
2025-11-14,-54.48,Phone Bill,Utilities
2025-11-14,-79.52,Flight,Transport
2025-11-14,-28.04,Subway,Transport
2025-11-14,-40.95,Fast Food,Food
2025-11-14,-36.21,Coffee Shop,Food
2025-11-14,-38.14,Coffee Shop,Food
2025-11-14,-166.14,Flight,Transport
2025-11-14,-1029.57,Monthly Rent,Rent
2025-11-14,-193.5,Netflix,Entertainment
2025-11-14,4640.27,Salary Deposit,Income
2025-11-14,2186.19,Salary Deposit,Income
2025-11-14,-1471.75,Monthly Rent,Rent
2025-11-14,4837.69,Salary Deposit,Income
2025-11-14,-1041.35,Monthly Rent,Rent
2025-11-14,-83.08,Electric Bill,Utilities
2025-11-14,-54.07,Netflix,Entertainment
2025-11-15,-122.13,Electric Bill,Utilities
2025-11-15,-147.37,Cinema,Entertainment
2025-11-15,-180.34,Fast Food,Food
2025-11-15,-141.02,Phone Bill,Utilities
2025-11-15,-1426.34,Monthly Rent,Rent
2025-11-15,-1131.45,Monthly Rent,Rent
2025-11-15,-82.83,Spotify,Entertainment
2025-11-15,-174.13,Internet,Utilities
2025-11-15,2280.14,Salary Deposit,Income
2025-11-15,-77.1,Cinema,Entertainment
2025-11-15,-192.27,Restaurant,Food
2025-11-15,-321.07,Spotify,Entertainment
2025-11-15,3973.68,Salary Deposit,Income
2025-11-15,-59.73,Fast Food,Food
2025-11-15,-185.82,Subway,Transport
2025-11-15,-1231.96,Monthly Rent,Rent
2025-11-15,-101.65,Flight,Transport
2025-11-15,-199.12,Spotify,Entertainment
2025-11-15,-94.5,Water Bill,Utilities
2025-11-15,-182.16,Gas Station,Transport
2025-11-15,-160.81,Cinema,Entertainment
2025-11-15,3013.4,Salary Deposit,Income
2025-11-15,2768.76,Salary Deposit,Income
2025-11-15,-584.39,Electric Bill,Utilities
2025-11-15,-13.34,Electric Bill,Utilities
2025-11-15,-133.14,Internet,Utilities
2025-11-15,-81.77,Groceries,Food
2025-11-15,-148.14,Groceries,Food
2025-11-15,-179.13,Uber,Transport
2025-11-15,-127.39,Coffee Shop,Food
2025-11-15,-32.51,Spotify,Entertainment
2025-11-15,-163.78,Internet,Utilities
2025-11-15,-172.57,Coffee Shop,Food
2025-11-15,-86.32,Internet,Utilities
2025-11-15,2368.83,Salary Deposit,Income
2025-11-15,-77.27,Gas Station,Transport
2025-11-15,-19.92,Internet,Utilities
2025-11-15,-65.36,Gas Station,Transport
2025-11-15,-78.91,Fast Food,Food
2025-11-15,-1266.79,Monthly Rent,Rent
2025-11-15,-177.1,Water Bill,Utilities
2025-11-15,-42.32,Internet,Utilities
2025-11-15,-90.03,Spotify,Entertainment
2025-11-15,-1096.96,Monthly Rent,Rent
2025-11-15,-141.9,Spotify,Entertainment
2025-11-15,-133.67,Flight,Transport
2025-11-15,-56.25,Concert,Entertainment
2025-11-15,-172.99,Cinema,Entertainment
